q1,q2,q3,q4,q5,q5x1,q5x2,q6,q7,q8,q9x1,q9x2s1,q9x2s2,q9x2s3,q9x2s4,q9x2s5,q9x2s6,q9x2s7,q9x2s8,q9x3s1,q9x3s2,q9x3s3,q9x3s4,q9x3s5,q9x3s6,q9x4,q10,q10x1,q10x2,q10x2num,q11,q15x1,q15x2,q15x3,q12x1,q12x2,q12x3,q12x4,q12x5,q12x6,q12x7,q12x8,q12x9,q13x1,q13x2,q13x3,q13x4,q13x5,q14x1,q14x2,q14x3,q14x4,cityid,population,citysize,region
2,18,4,1,1,6,4,5,1,1,4,1,1,0,1,1,0,0,0,0,0,0,0,0,1,3,1,2,888,888,1,1,1,1,1,3,2,3,1,3,1,4,1,1,1,3,1,1,1,2,4,1,20304,4697,5,2
2,26,5,6,1,5,4,5,1,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1,1,34,2,1,2,1,4,2,2,3,3,1,1,4,3,3,1,9,2,2,1,1,4,2,20304,4697,5,2
1,29,3,1,1,1,1,7,1,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,2,888,888,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20304,4697,5,2
1,43,5,1,1,2,4,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,100,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,3,2,2,2,2,3,2,20304,4697,5,2
1,13,5,6,1,1,6,8,2,1,5,1,1,0,1,0,0,0,0,0,1,0,0,0,1,4,1,1,1,50,1,2,999,999,2,2,3,2,1,2,2,2,2,2,2,2,2,2,1,2,3,2,20304,4697,5,2
1,26,2,999,1,2,3,3,3,4,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,1,1,10,2,4,3,3,4,4,4,4,4,1,1,3,3,2,2,4,1,2,2,2,1,2,20349,4941,5,2
2,41,3,6,1,4,3,5,1,2,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,1,1,1,80,5,3,3,3,3,1,4,3,3,3,2,4,3,2,3,3,2,2,2,2,2,2,20349,4941,5,2
1,23,3,6,1,2,5,7,2,3,4,1,0,0,1,1,0,0,0,0,0,0,0,0,1,3,1,1,1,50,2,2,2,2,3,3,2,2,2,2,2,2,1,2,3,3,3,2,1,2,3,2,20349,4941,5,2
1,24,3,5,3,2,5,7,2,1,4,1,0,0,1,1,0,0,0,1,0,0,0,0,0,4,1,1,1,50,5,2,2,4,2,2,1,1,2,3,2,1,2,3,2,2,1,3,2,1,3,2,20349,4941,5,2
2,29,5,4,1,2,4,9,2,2,4,1,1,0,1,1,0,0,0,0,0,1,0,0,1,3,2,888,888,888,5,3,3,2,3,2,3,2,2,2,2,3,2,4,3,3,3,3,1,2,4,2,20349,4941,5,2
1,27,3,7,1,5,2,5,2,3,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,7,1,1,1,30,2,3,3,2,1,2,3,3,4,1,1,4,1,2,2,3,3,3,3,4,2,4,20349,4941,5,2
1,39,3,1,1,2,4,6,2,2,5,0,0,0,1,0,0,0,0,0,0,1,1,0,0,4,1,1,1,100,5,2,2,2,2,3,3,2,2,2,3,3,3,2,2,2,2,2,2,2,3,2,20349,4941,5,2
1,33,6,3,1,2,4,9,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,1,1,200,3,2,2,2,1,1,1,1,2,4,4,3,4,4,4,3,1,2,2,2,4,1,20349,4941,5,2
1,26,6,4,1,2,5,7,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,888,888,2,3,3,3,3,2,3,4,4,3,3,4,3,3,2,3,3,4,2,3,3,3,20349,4941,5,2
2,39,5,5,1,3,7,6,1,3,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,1,1,1,20,2,2,2,2,3,2,3,3,2,2,2,3,2,3,3,2,2,3,2,3,3,2,20349,4941,5,2
2,13,3,4,3,2,2,2,3,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,888,888,888,2,2,3,2,3,2,2,1,1,1,1,1,1,1,3,4,1,2,3,3,3,3,20349,4941,5,2
2,24,3,5,3,2,2,8,2,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,1,5,3,1,1,1,2,1,3,2,3,2,1,3,4,2,1,3,2,3,2,3,2,3,20584,7737,4,2
2,28,4,3,1,3,5,9,2,4,3,1,1,0,1,1,0,0,0,0,0,0,0,0,1,3,1,1,999,888,2,2,3,3,3,1,3,3,2,2,2,3,2,3,3,2,3,3,3,3,2,3,20584,7737,4,2
1,44,5,2,1,2,5,5,3,2,3,0,0,0,1,1,1,0,0,0,0,0,0,0,1,3,1,1,1,100,5,2,2,2,3,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,20584,7737,4,2
2,29,6,7,1,2,4,6,2,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,3,1,2,888,888,1,3,2,2,3,2,3,2,3,2,1,2,2,2,2,2,2,3,2,2,3,3,20584,7737,4,2
2,11,999,7,3,3,7,4,2,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,888,888,888,999,1,1,1,9,3,4,9,3,1,1,2,1,1,3,1,9,3,2,9,9,9,20584,7737,4,2
1,40,3,6,1,2,2,6,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,888,888,888,2,2,3,3,3,3,2,2,2,1,1,2,4,2,2,3,3,3,2,2,2,3,20584,7737,4,2
1,19,3,1,1,6,1,7,2,2,4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,2,1,2,888,888,5,4,2,1,2,1,3,3,4,2,2,4,4,3,2,3,2,2,1,1,3,3,20584,7737,4,2
1,26,4,5,1,2,5,9,2,2,3,1,1,0,1,1,0,0,0,0,0,0,0,0,1,3,1,1,1,50,5,3,2,2,2,2,2,2,2,1,1,3,2,2,2,3,2,2,2,3,3,2,20584,7737,4,2
1,13,2,6,1,6,1,8,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,888,888,2,2,2,2,2,2,4,3,4,3,4,4,3,4,3,4,3,3,1,2,4,3,20584,7737,4,2
2,18,3,6,1,6,1,8,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,2,888,888,888,1,2,1,1,2,1,3,2,2,1,1,3,2,3,3,3,3,3,2,3,3,3,20584,7737,4,2
2,27,5,3,1,3,3,6,1,1,4,1,1,0,1,1,0,0,0,999,999,999,999,999,999,999,1,1,1,50,2,3,2,2,2,2,4,4,3,2,3,4,2,3,3,2,2,2,1,2,4,1,20584,7737,4,2
2,15,2,1,3,2,3,999,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,2,888,888,888,5,3,2,1,1,1,3,3,2,1,1,4,2,3,2,2,9,2,1,2,3,2,20584,7737,4,2
1,34,3,7,1,2,2,8,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,10,2,2,2,2,2,3,3,3,2,2,2,3,3,2,2,3,3,3,2,3,3,2,20584,7737,4,2
1,23,3,3,1,3,2,3,2,2,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,1,3,999,2,4,4,4,1,4,3,3,1,1,3,4,1,3,2,1,3,1,1,4,2,15222,210220,2,2
2,31,6,5,1,2,6,8,1,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,200,5,2,4,3,2,2,3,3,2,3,3,3,2,3,2,2,2,2,2,2,3,2,15222,210220,2,2
2,44,4,4,1,3,3,4,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,30,5,1,1,1,2,1,2,3,4,2,2,4,1,3,1,3,2,3,1,2,3,2,15222,210220,2,2
1,14,3,4,3,2,6,6,2,1,6,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5,1,2,888,888,2,4,4,4,2,2,3,3,2,4,3,3,2,1,2,2,2,3,3,3,3,3,15222,210220,2,2
2,34,6,1,1,2,5,9,2,2,4,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,150,1,4,4,4,4,1,2,1,1,4,4,3,1,4,4,1,1,1,1,1,4,4,15222,210220,2,2
2,40,3,4,1,4,4,5,2,4,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1,1,1,70,5,3,3,4,2,3,2,3,3,3,1,2,2,2,3,3,3,3,2,3,3,2,15222,210220,2,2
2,34,3,5,1,3,3,8,2,2,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,2,888,888,888,999,4,3,3,2,3,3,3,3,1,1,1,4,1,3,4,2,4,1,2,3,3,15222,210220,2,2
1,18,6,5,3,2,6,6,2,3,4,1,1,0,1,1,0,0,0,1,0,0,0,0,0,4,1,1,1,30,2,4,4,4,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,3,2,3,15222,210220,2,2
1,23,3,6,1,2,5,9,1,1,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,2,888,888,888,2,2,2,1,1,2,3,3,2,1,2,3,1,3,2,2,2,2,1,2,4,2,15222,210220,2,2
2,12,3,6,1,6,6,8,3,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,5,5,2,3,2,2,1,4,3,4,3,3,4,3,2,2,3,1,3,2,2,3,2,15222,210220,2,2
2,28,3,7,1,2,2,6,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,1,30,2,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,1,4,1,2,4,1,15308,7320,4,2
1,45,3,1,1,8,7,999,2,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,999,888,999,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,15308,7320,4,2
1,28,3,1,1,2,4,8,1,1,4,0,0,0,1,1,1,0,0,0,0,0,0,0,1,4,1,2,888,888,5,1,1,1,4,4,4,9,1,4,1,4,1,4,4,2,1,2,4,4,3,4,15308,7320,4,2
2,12,2,7,3,3,1,9,2,2,3,1,1,0,1,1,0,0,0,0,0,0,0,0,1,3,2,888,888,888,1,2,1,1,2,2,2,2,2,1,1,3,1,1,2,4,1,3,2,2,9,9,15308,7320,4,2
1,23,3,7,1,5,1,9,2,2,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,4,1,1,1,50,5,4,1,1,1,1,4,3,2,2,2,4,1,3,1,3,1,2,1,2,3,2,15308,7320,4,2
1,6,3,7,3,2,6,7,2,2,5,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,2,888,888,888,3,2,2,1,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,3,4,3,15308,7320,4,2
1,28,3,5,1,2,6,6,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,30,1,1,2,2,2,2,2,3,3,3,3,3,2,3,3,3,2,3,2,2,3,2,15308,7320,4,2
2,9,1,1,4,888,888,999,3,2,4,1,1,0,1,1,0,0,0,0,0,0,0,0,1,3,2,888,888,888,999,4,1,1,1,2,3,3,2,3,2,4,3,1,2,3,2,3,3,2,2,3,15308,7320,4,2
2,35,3,4,3,2,4,7,1,2,5,1,1,1,0,0,0,0,0,0,1,0,0,0,1,4,1,1,1,30,2,3,4,4,3,2,2,2,2,1,1,3,2,2,2,3,3,2,2,2,2,3,1105,206107,1,1
1,30,6,6,1,2,6,6,2,2,5,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,300,1,3,3,3,2,2,2,3,3,2,1,3,2,2,2,2,2,1,2,2,3,2,1105,206107,1,1
2,15,3,7,3,2,3,4,2,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,2,888,888,888,1,999,999,3,2,3,9,2,3,3,1,3,1,4,1,3,1,2,2,3,4,2,1105,206107,1,1
2,8,2,7,3,6,4,5,3,2,5,1,0,0,1,0,0,0,0,999,999,999,999,999,999,4,2,888,888,888,3,2,3,3,1,2,2,1,2,2,1,2,2,2,2,2,2,2,3,3,2,3,1105,206107,1,1
1,30,6,3,1,5,3,8,2,1,5,1,0,0,1,0,0,0,0,0,0,1,0,0,1,3,1,1,1,200,2,3,4,3,3,3,2,3,3,2,3,3,2,9,9,9,9,9,9,9,9,9,1105,206107,1,1
2,12,999,7,999,888,888,4,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,888,888,888,999,999,999,1,9,9,9,9,9,1,1,1,9,4,2,4,1,2,4,3,3,4,1105,206107,1,1
1,42,3,3,1,2,4,9,2,2,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,1,1,1,200,2,4,3,3,3,3,4,4,4,1,3,4,4,3,3,3,1,1,1,1,4,3,1105,206107,1,1
2,28,6,1,3,2,4,7,1,2,4,1,1,0,1,0,0,0,1,0,0,0,0,0,1,3,2,888,888,888,5,3,4,4,3,3,4,4,4,4,4,4,4,2,3,3,2,3,4,4,4,4,1105,206107,1,1
1,42,6,2,1,2,6,6,2,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,1,1,300,2,4,4,4,2,2,3,2,2,2,3,4,3,3,3,2,2,2,2,2,3,2,1105,206107,1,1
2,52,3,1,3,3,4,6,2,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,50,2,2,2,3,3,3,3,3,3,2,1,4,1,1,1,4,1,1,1,2,3,3,1304,3884,5,1
2,7,1,7,3,2,7,5,2,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,888,888,888,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1304,3884,5,1
1,51,3,1,1,6,1,4,1,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,7,1,1,1,50,2,1,1,2,2,2,3,3,3,2,2,3,2,4,2,2,1,1,1,1,4,1,1304,3884,5,1
1,20,3,6,1,2,6,7,2,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,5,1,1,1,30,5,1,1,1,1,2,4,2,3,2,1,3,2,2,2,3,1,3,2,3,2,2,1304,3884,5,1
2,30,3,4,1,2,5,2,2,3,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,1,1,1,50,1,2,2,2,2,1,2,2,2,2,2,3,2,3,2,3,2,2,2,2,3,3,1304,3884,5,1
2,20,3,5,1,2,7,999,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,888,888,888,5,4,3,3,3,3,3,2,2,2,1,3,3,3,2,4,4,3,4,3,3,3,1304,3884,5,1
1,42,6,4,1,2,4,6,1,2,4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,3,1,1,1,50,1,3,2,3,3,3,4,4,4,3,2,4,3,4,3,3,3,2,2,1,3,3,1304,3884,5,1
2,22,3,6,3,3,3,999,1,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,40,1,2,2,2,3,2,3,2,2,2,2,3,2,1,2,3,2,1,1,1,4,1,1304,3884,5,1
2,30,4,7,1,3,3,7,1,2,4,0,0,0,1,1,1,0,0,0,0,0,0,0,1,3,1,1,1,120,1,2,2,2,3,1,2,2,3,2,2,2,2,3,3,2,2,3,1,1,4,2,1304,3884,5,1
1,18,3,6,3,2,1,3,2,2,3,0,1,0,1,1,0,0,0,0,0,0,0,0,1,3,1,2,888,888,3,2,3,3,1,1,3,3,1,1,1,3,1,3,2,3,3,3,2,3,2,3,1304,3884,5,1
2,32,3,7,1,2,3,5,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,30,4,1,3,2,4,3,3,3,3,1,1,3,1,3,1,4,2,2,2,2,3,2,1304,3884,5,1
1,27,3,7,1,5,3,5,3,3,4,1,1,0,1,1,0,0,0,0,0,0,0,0,1,3,1,1,1,20,1,1,1,1,3,3,3,3,2,2,2,3,2,2,2,3,2,2,2,2,3,2,1304,3884,5,1
1,23,3,1,1,2,1,4,1,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,888,888,888,4,4,2,3,2,9,3,3,2,3,2,4,2,9,9,9,9,9,9,9,9,9,1408,23146,3,1
2,21,2,6,1,6,4,7,2,3,4,1,1,0,1,1,0,0,0,0,0,0,0,0,1,3,2,888,888,888,1,3,3,2,4,2,3,3,2,2,2,3,2,3,2,3,3,2,2,2,2,3,1408,23146,3,1
2,24,2,7,2,3,7,999,2,3,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,888,888,888,2,4,2,3,2,2,3,3,3,2,2,1,3,3,3,3,3,3,3,3,3,3,1408,23146,3,1
1,13,3,6,3,2,1,4,2,2,6,1,1,0,1,1,0,0,0,0,0,0,0,0,1,5,2,888,888,888,5,2,2,2,2,1,3,4,4,1,1,3,3,2,2,3,2,2,2,3,3,2,1408,23146,3,1
1,7,2,7,3,2,2,6,2,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,6,2,888,888,888,999,999,3,4,1,1,9,9,1,1,2,9,9,1,1,1,2,1,1,1,4,2,1408,23146,3,1
1,10,3,1,1,3,7,5,2,2,5,1,1,1,0,0,0,0,0,0,0,0,1,0,0,3,2,888,888,888,999,3,3,3,4,4,4,4,4,1,1,4,2,1,1,4,3,3,3,4,4,3,1408,23146,3,1
2,15,3,7,3,2,2,2,4,5,6,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4,2,888,888,888,5,4,4,4,3,3,4,4,3,1,1,4,4,3,3,2,1,3,2,2,3,2,1408,23146,3,1
2,37,5,3,3,999,999,6,2,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1,1,1,50,2,4,3,4,3,3,3,3,3,2,3,3,2,3,2,2,2,2,3,3,3,2,1408,23146,3,1
1,10,999,4,3,2,1,999,1,1,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,6,2,888,888,888,999,999,999,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,3,1408,23146,3,1
2,44,3,2,3,2,3,7,2,2,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,5,1,1,1,30,4,3,2,2,3,3,3,3,3,2,3,3,3,3,2,3,2,3,2,2,3,2,1408,23146,3,1
1,8,2,6,2,3,2,5,3,2,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,6,2,888,888,888,2,2,3,2,1,2,3,4,4,2,2,4,2,4,1,3,1,3,4,4,3,2,1408,23146,3,1
1,11,2,4,1,2,1,9,2,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,888,888,888,4,4,3,2,1,1,4,4,1,4,1,3,2,1,1,3,3,1,2,3,4,3,1644,8691,4,1
2,48,5,4,3,2,2,999,2,1,7,999,999,999,999,999,999,999,999,0,0,1,0,0,0,4,2,888,888,888,999,3,999,999,2,2,3,3,3,2,2,3,4,3,1,4,2,2,9,9,9,9,1644,8691,4,1
1,43,5,2,1,2,5,7,2,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,20,2,4,3,3,3,1,3,3,3,1,2,4,3,3,3,2,2,3,2,3,3,3,1644,8691,4,1
1,49,5,2,1,2,2,5,1,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,50,2,3,3,3,2,2,2,2,3,2,3,1,2,2,3,1,2,3,2,1,1,2,1644,8691,4,1
2,15,2,6,3,3,3,4,1,4,4,1,1,0,1,0,0,0,0,0,0,0,0,0,1,3,2,888,888,888,3,4,3,3,2,2,3,2,2,2,2,3,2,1,2,4,2,2,2,2,3,2,1644,8691,4,1
2,21,2,1,4,888,888,3,2,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2,888,888,888,999,4,3,3,2,1,1,2,1,1,4,1,4,1,4,3,3,4,4,4,4,4,1644,8691,4,1
2,41,3,6,1,2,5,4,2,3,3,1,0,0,1,1,0,0,0,0,0,0,1,0,0,2,1,1,1,40,2,3,4,4,3,1,2,2,2,1,1,2,3,3,2,2,2,2,3,3,2,3,1644,8691,4,1
1,40,4,2,1,2,3,6,1,3,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,3,1,1,1,50,1,2,4,3,3,2,1,2,2,1,1,2,1,3,2,1,3,2,2,3,3,2,1644,8691,4,1
1,16,3,5,3,2,6,4,2,3,4,1,1,1,1,1,0,0,1,0,0,0,0,0,0,5,2,888,888,888,999,4,4,4,3,1,3,3,3,2,3,4,3,3,4,1,1,3,2,3,3,2,1644,8691,4,1
2,46,3,4,1,3,3,6,2,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,20,2,3,4,2,4,2,1,2,3,2,1,2,2,2,2,3,3,2,3,3,3,3,1644,8691,4,1
2,16,5,7,4,888,888,10,2,2,5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,5,2,888,888,888,999,2,3,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,3,3,3,3,1644,8691,4,1
2,21,3,6,3,6,3,4,3,4,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,888,888,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1669,2818,5,1
1,11,2,3,1,2,2,6,1,1,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,1,1,10,1,2,2,2,3,3,3,2,3,2,1,3,2,2,2,3,2,2,2,3,3,3,1669,2818,5,1
2,27,3,2,1,2,3,8,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,20,1,2,3,3,2,1,3,2,3,2,2,3,3,2,2,3,2,3,3,3,4,3,1669,2818,5,1
1,12,2,4,3,3,1,5,3,3,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,2,888,888,888,1,3,2,2,2,2,3,3,2,3,2,3,2,2,2,3,2,3,2,3,3,2,1669,2818,5,1
2,9,2,3,3,6,1,3,4,3,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,4,2,888,888,888,1,3,3,3,4,2,3,3,3,2,1,3,2,1,1,4,1,2,3,3,2,2,1669,2818,5,1
2,21,3,5,3,4,3,5,2,4,4,1,1,0,1,1,0,0,0,0,0,0,0,0,1,5,1,2,888,888,1,1,1,1,2,2,3,3,3,3,3,3,2,2,1,3,3,3,3,3,3,3,1669,2818,5,1
1,30,3,2,1,2,2,999,2,2,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,4,2,3,4,1,2,2,2,2,1,2,2,3,2,3,2,2,2,2,2,2,4,2,1669,2818,5,1
1,18,3,4,1,2,7,3,2,2,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,888,888,888,2,2,3,2,2,2,3,3,2,2,2,3,2,2,1,2,2,2,2,2,3,2,1669,2818,5,1
2,18,2,7,3,3,3,5,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,888,888,888,1,2,1,1,4,2,3,3,2,2,2,3,3,2,2,3,2,3,3,3,3,3,1669,2818,5,1
2,26,2,6,4,888,888,5,4,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,888,888,888,1,2,3,2,2,2,3,3,3,2,2,3,2,2,2,3,2,3,2,3,3,3,1669,2818,5,1
1,21,2,1,1,2,2,5,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,80,4,2,2,2,2,3,3,3,3,2,2,3,3,2,2,3,2,3,3,3,3,4,1669,2818,5,1
1,26,3,6,2,2,2,5,1,1,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,4,1,1,1,3,5,4,4,4,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,4,1,1204,360065,2,1
1,14,3,6,3,2,4,5,1,2,6,1,1,0,1,1,0,0,1,0,0,1,0,0,1,6,2,888,888,888,1,4,3,3,2,3,4,4,3,3,3,4,3,3,3,2,3,3,1,2,3,2,1204,360065,2,1
2,11,2,6,4,888,888,4,2,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,2,888,888,888,1,4,4,4,4,2,4,4,3,2,1,4,1,2,4,3,1,2,2,2,4,2,1204,360065,2,1
1,12,2,6,1,3,3,4,2,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,2,888,888,888,2,3,3,3,3,2,3,3,3,3,2,3,2,2,2,3,3,3,2,2,3,3,1204,360065,2,1
2,15,6,6,3,2,5,999,2,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,1,10,2,4,3,3,2,3,4,4,4,3,1,4,4,2,2,3,2,2,2,2,4,2,1204,360065,2,1
2,11,3,6,3,2,4,4,1,2,6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,5,2,888,888,888,4,1,1,1,4,1,4,4,1,4,4,4,1,4,4,4,1,1,1,1,4,1,1204,360065,2,1
1,26,2,4,1,2,2,7,2,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,20,5,3,3,3,2,2,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,1204,360065,2,1
1,51,6,2,1,2,4,7,2,2,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,1,1,1,150,2,4,4,4,1,2,4,4,4,4,4,4,1,4,4,4,4,4,1,1,4,1,1204,360065,2,1
1,31,3,2,1,2,5,6,2,3,4,0,1,0,1,1,0,0,0,0,0,0,0,0,1,4,1,1,1,20,5,4,4,3,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,3,2,1204,360065,2,1
2,15,2,6,4,888,888,3,4,3,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,3,2,888,888,888,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,1,4,1425,4837,5,1
1,23,3,1,3,2,2,4,1,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,888,888,888,3,4,3,4,2,2,2,2,4,1,1,2,3,3,2,4,3,3,4,4,2,3,1425,4837,5,1
2,26,2,999,1,3,3,4,1,3,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,20,5,4,4,1,2,4,1,1,1,1,1,1,1,4,1,2,2,2,3,1,3,3,1425,4837,5,1
1,17,3,1,1,5,3,6,3,4,5,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,2,888,888,888,5,1,3,2,1,1,4,2,2,9,1,3,1,1,2,2,1,4,4,3,2,3,1425,4837,5,1
1,31,5,6,1,6,3,6,2,2,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,5,2,888,888,888,5,3,1,1,3,2,2,2,3,1,2,3,1,3,3,1,3,3,2,3,3,3,1425,4837,5,1
2,8,3,7,999,888,888,5,3,1,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,5,1,1,1,2,5,2,2,2,2,9,2,2,1,3,2,3,1,1,1,2,1,1,2,2,3,2,1425,4837,5,1
1,14,2,7,3,2,2,6,4,5,4,0,0,0,1,1,1,0,0,0,0,0,0,0,1,3,2,888,888,888,2,2,1,1,1,1,4,4,4,2,1,4,1,4,4,2,2,3,1,1,4,4,1425,4837,5,1
1,23,2,5,1,2,2,4,1,4,4,1,0,0,1,0,1,0,0,0,0,0,1,0,0,4,1,1,1,20,5,3,2,2,2,1,4,4,3,1,1,4,1,3,4,3,3,4,1,2,3,3,1425,4837,5,1
2,23,3,5,1,6,3,3,1,5,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,888,888,888,2,3,2,2,3,2,4,3,2,3,2,3,2,2,1,3,3,3,3,2,3,3,1425,4837,5,1
2,17,2,7,1,6,1,4,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,888,888,888,2,3,3,1,2,2,3,3,3,1,1,3,9,1,1,3,9,3,3,3,2,3,1425,4837,5,1
